filename,genre,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153
blues.00000.wav,blues,-113.619385,121.55303,-19.151056,42.345768,-6.3711677,18.613033,-13.69206,15.339378,-12.283617,10.973776,-8.32241,8.8067875,-3.665802,0.3617269,0.3676187,0.43998006,0.24463448,0.24780174,0.33561543,0.364576,0.435647,0.29584128,0.31463376,0.40656036,0.38477036,6.004632,31.474743,19.824844,13.993563,35.653233,18.233547,27.477804,25.48111,14.686617,13.144387,13.594152,6.0012417,6.104264,10.314037,22.732758,14.135481,33.02514,45.792843,10.811544,10.052516,9.615513,16.899254,15.040405,7.0827622,13.679432,15.46194,13.133384,6.2135196,5.1513224,6.189395,3.2990787,2.2697418,3.5237267,3.7061644,2.7520127,3.3195941,2.5407884,4.019575,2.0855634,1.5885475,2.151619,2.7614138,2.9770057,5.559269,4.032559,1.6247145,0.8682185,0.7732329,1.3806775,0.9413163,2.3416212,2.1887076,1.378061,0.5314906,0.69080657,0.9728226,0.5289426,0.25340357,0.66992587,1.9151634,0.5594952,1.1199223,1.5770353,2.0289392,0.79739785,0.9190727,0.587889,0.20829362,0.24959779,0.9749448,1.2929444,0.5042418,0.26244012,0.3134031,0.4078406,0.4405441,0.42707396,0.26717943,0.24406755,0.13508032,0.18446507,0.17463595,0.26645988,0.22493804,0.19120283,0.15627071,0.07360985,0.065939024,0.060126763,0.053811908,0.055244338,0.059644338,0.07930564,0.07229573,0.048570782,0.04806471,0.048492353,0.03778483,0.035339814,0.035367537,0.028283926,0.026159916,0.022247091,0.032652203,0.025676526,0.024637954,0.021044606,0.022771096,0.027351199,0.019142505,0.0309387,0.043803047,0.033524394,0.027281977,0.020609824,0.009893531,0.006502221,0.005382523,0.0056560375,0.010530395,0.009262453,0.0015330455,0.00042643826,0.00013445794,1.9113217e-05,1.9180134e-06,2.5595781e-07,1.079961e-07
blues.00001.wav,blues,-207.58151,123.99715,8.939115,35.870758,2.9199703,21.518787,-8.555368,23.355938,-10.101037,11.906445,-5.5581226,5.3759418,-2.237833,0.45962232,0.3498772,0.32096863,0.21158591,0.20090792,0.3310051,0.39764687,0.5606764,0.38437924,0.25547373,0.28495902,0.33423826,8.394734,52.91254,27.050573,24.38162,14.646146,8.856497,20.908262,18.00806,8.83272,24.362436,10.158563,2.567161,5.142717,6.5044293,9.025711,4.7184076,2.315647,8.538596,7.7708693,10.372185,6.663479,5.2107162,4.367439,1.5472422,0.7563863,1.8801202,4.214929,2.50446,3.9870675,4.479047,2.8716855,1.1600626,0.6184526,1.0457683,0.81289965,1.3733605,0.9256828,0.9411881,1.0279877,1.3115557,1.454718,0.9275553,0.99786925,1.6053754,1.6714096,0.4890249,0.30136558,0.26108882,0.2383951,0.33156896,0.54769087,0.48574644,0.42701674,0.20909794,0.2087709,0.33200645,0.31876394,0.29378194,0.1768569,0.51977766,0.22456492,0.2097905,0.1404828,0.25614396,0.1997991,0.34505957,0.10795737,0.07051541,0.079156235,0.11960051,0.36827445,0.1667479,0.29051468,0.24571332,0.16218428,0.10831413,0.13084078,0.09289521,0.17938332,0.12632097,0.073348545,0.111565866,0.090820774,0.06274769,0.037980583,0.050996833,0.016813185,0.0109926285,0.011530833,0.010925663,0.010724768,0.00947131,0.009312962,0.009475155,0.008344584,0.008601867,0.009623719,0.008068064,0.008076743,0.014385579,0.011351036,0.00937713,0.011066888,0.015920956,0.016494907,0.017080925,0.031297993,0.039150592,0.036260664,0.026183315,0.032407638,0.034572322,0.028895553,0.026254952,0.016689098,0.014105413,0.01365481,0.00912983,0.0058829477,0.006600172,0.0058494583,0.0013901931,0.00020902832,3.9867733e-05,5.066243e-06,4.911341e-07,6.8013286e-08,3.4836667e-08
blues.00002.wav,blues,-90.776344,140.44861,-29.10056,31.68734,-13.975971,25.741686,-13.644712,11.623112,-11.77592,9.700466,-13.115349,5.785763,-8.899733,0.2726714,0.19586879,0.31525427,0.40813476,0.5470826,0.32177538,0.30478695,0.28851688,0.33424202,0.40191102,0.38430804,0.5881898,1.4102792,13.4344845,49.081,48.13644,42.899727,44.379562,34.024548,30.637438,51.6983,35.465214,11.58934,25.346127,33.27837,9.404768,17.040474,22.893398,21.897516,17.431944,35.38705,8.640354,3.0408225,6.57809,13.33548,8.1616,32.535522,29.07965,7.158729,10.449146,8.322013,8.37217,8.198002,6.450859,7.385091,14.061762,6.59058,2.833939,5.114639,26.659847,12.934498,4.4001436,3.4191215,2.5555959,3.1938136,6.5135117,12.510918,15.194638,6.8306723,4.4947505,15.206651,3.0157301,1.6739485,2.5025222,11.04558,6.4952836,4.363029,3.2355595,5.4514303,4.209522,5.7998614,5.3705516,3.1587043,1.4459842,1.429302,5.6950965,1.6074125,1.0024997,1.00504,2.0181534,1.0147867,1.4073961,1.1094964,0.77364457,0.43131626,0.4161263,1.1116843,0.4613234,0.4025022,0.18490489,0.2134965,0.26720685,0.2704661,0.17472468,0.26649195,0.37915203,0.62038153,0.6015269,0.40290952,0.17821808,0.12283335,0.18741696,0.10657301,0.09059151,0.1049576,0.10093788,0.07608255,0.08922773,0.07603127,0.06583785,0.058621433,0.050476052,0.05522621,0.046149053,0.041313853,0.045189902,0.04141632,0.03600618,0.033212386,0.028867772,0.02335838,0.025589691,0.021690605,0.020948242,0.016531449,0.012081004,0.010933498,0.010015461,0.010965805,0.008918696,0.006271916,0.0037707463,0.0019283048,0.00086555263,0.00031972883,7.971144e-05,1.4829318e-05,2.4628023e-06,9.1821187e-07,8.066347e-07
blues.00003.wav,blues,-199.462,150.09473,5.649167,26.870144,1.7554408,14.236881,-4.8288727,9.297849,-0.753142,8.147393,-3.1952357,6.085354,-2.4761882,0.34086183,0.40857694,0.5245686,0.54707444,0.6571128,0.51167107,0.3556304,0.25169012,0.24638642,0.31520885,0.3165434,0.38285518,0.1986383,56.92756,399.8474,104.217674,28.91223,23.070837,18.421864,12.37697,12.947417,13.553732,9.143949,9.977761,10.8632345,4.621343,4.763167,3.9816449,11.977341,8.543781,4.2458467,4.020222,2.8333464,2.922814,2.8006785,2.0544565,3.972162,8.7648945,3.0398755,2.8110652,2.0748947,1.4172938,1.4291189,1.4264429,0.8215279,1.9145092,1.9746543,0.54399574,0.5215307,1.4683915,1.3436952,0.59147984,0.25275472,0.36197567,0.42863277,0.67852384,0.717652,0.4337854,0.37358406,0.21681601,0.2615222,0.3440138,0.14988987,0.16699454,0.18082824,0.39384112,0.15345353,0.101689175,0.13917166,0.27036408,0.1327987,0.12807526,0.15967387,0.11678671,0.098118044,0.07951547,0.14945032,0.069859,0.08308137,0.07002159,0.053576242,0.08632106,0.09435872,0.060548753,0.07967845,0.06237886,0.03978797,0.08021107,0.03454717,0.035599075,0.018732488,0.023877699,0.01793666,0.02360074,0.023911675,0.037805658,0.029081022,0.029357668,0.025686068,0.025415255,0.020718023,0.018776037,0.016890906,0.013647177,0.009207141,0.0092374785,0.00911193,0.010632419,0.010059352,0.01031703,0.0092200935,0.007293267,0.0077493037,0.0063146194,0.007065736,0.0066177393,0.005620906,0.0054084472,0.005923957,0.005978714,0.00585857,0.0051428187,0.005021655,0.004868793,0.004211201,0.0036750138,0.0036061055,0.0031714868,0.0027920343,0.0023854417,0.0023423708,0.0016882615,0.00084888353,0.0002857508,9.177655e-05,1.9238616e-05,3.421492e-06,2.9350412e-07,2.6102569e-08,6.1194183e-09
blues.00004.wav,blues,-160.29185,126.19577,-35.6025,22.151169,-32.48764,10.862022,-23.357162,0.50052303,-11.8047695,1.2038774,-13.085074,-2.8098488,-6.935621,0.19272667,0.31723168,0.39155152,0.25590554,0.192804,0.53058165,0.2539423,0.1392154,0.27655506,0.32433584,0.5552977,0.27302995,0.02597565,0.08006153,1.1432234,1.2469662,0.72296953,0.83383256,1.6495675,3.0911014,7.7628493,6.648356,11.596176,3.1164956,4.682363,3.6988487,1.3028306,1.4327297,5.269226,10.969857,1.8182405,4.579512,12.575034,9.872214,6.2871065,5.2181606,2.9804978,10.10196,12.30959,2.5986962,1.9226472,2.8701274,10.689199,9.780284,5.6512465,4.2293096,6.9292536,5.557993,2.1284966,1.8074594,1.7622719,1.7317265,4.81623,9.180599,6.278283,3.6394875,2.4369974,5.7257476,1.8300551,1.6787251,2.586179,6.8339057,4.7191515,1.1590657,0.5433639,0.4421091,0.37396023,0.6907689,1.5604863,2.9501817,1.825933,0.8410346,4.6349115,2.7885096,0.641528,0.45930126,0.8529789,1.4724764,0.22557124,0.20829584,0.16172534,0.17146607,0.21180248,0.62385684,0.31147942,0.20602526,0.13759865,0.4203789,0.4927318,0.16233145,0.07054156,0.060456876,0.05610788,0.16921772,0.49386168,0.33631116,0.81741023,1.0511992,0.72407997,0.41482553,0.25730115,0.23737378,0.13485895,0.18036701,0.11620603,0.060943995,0.08882914,0.08200032,0.06584767,0.1571219,0.07793834,0.07402165,0.09413266,0.12899688,0.11987246,0.09086906,0.07596529,0.101830624,0.104248874,0.101297714,0.101586334,0.057419166,0.037411936,0.019848123,0.012040549,0.008778914,0.006624077,0.0060435813,0.0043754126,0.0031178345,0.0021996275,0.0010374645,0.0003498087,0.000141958,3.5450077e-05,7.486546e-06,1.2785565e-06,1.14525555e-07,1.32382105e-08,6.2154797e-09
blues.00005.wav,blues,-177.88876,118.18953,-17.55073,30.753101,-21.732107,11.898545,-20.73228,3.176169,-8.57577,-0.94018424,-11.773799,-2.426076,-9.342487,0.23830758,0.30017722,0.61689025,0.23552348,0.12392117,0.24363397,0.27951208,0.41132158,0.24399377,0.28561264,0.28419915,0.365875,0.2700204,0.49708745,1.2843499,2.1922314,2.5017102,2.6680586,5.359248,7.7829294,11.928087,18.436499,52.260983,13.939691,1.6154596,4.3094764,11.490338,4.734465,7.9435115,13.964696,14.234461,20.709017,15.24211,19.49688,5.1193476,0.3200031,0.5486846,4.5673156,9.236834,6.802861,7.1231647,21.467548,9.725935,2.097598,5.251866,2.3717065,0.5778245,1.5322013,4.36169,2.2259429,1.6528226,2.713538,2.47669,1.913953,1.4733078,1.964504,1.511619,1.5061889,1.1085755,3.4923954,3.4649043,1.5527657,0.6321618,1.0958811,0.6335758,0.2802907,1.0558201,2.5186205,1.2276677,0.6049597,0.8577658,0.5143422,0.42585626,0.47580764,0.6358745,0.8366544,0.3694455,0.4864602,0.4341751,0.36393526,0.2605981,0.5202015,0.7540327,0.5155817,0.1748147,0.34274536,0.3987723,0.2344196,0.111134924,0.20066017,0.24019445,0.08079222,0.093760975,0.15455131,0.1516886,0.510014,0.9120519,1.2566736,2.1979864,1.295037,0.8452,0.7578122,0.31561294,0.30318454,0.28791162,0.205611,0.19096988,0.18942304,0.16548681,0.19630373,0.21765085,0.30596304,0.3842705,0.39216,0.3039565,0.34485716,0.27242407,0.28439805,0.3826011,0.5813137,0.46489856,0.3337567,0.16922957,0.07579626,0.06844871,0.06695346,0.047305908,0.03274773,0.021878354,0.012789158,0.00471329,0.001957094,0.00067936257,0.00022023742,6.19135e-05,1.7935352e-05,4.2351144e-06,1.2994242e-06,7.542737e-07,7.0628295e-07
blues.00006.wav,blues,-190.17502,130.29242,-36.348473,33.02909,11.085681,-0.5963726,-20.882357,0.27711603,-6.5008707,-5.515623,-7.8452897,-3.123599,-6.595716,0.42547888,0.22330673,0.1313038,0.15264677,0.24185762,0.49107337,0.24560353,0.1691784,0.2882331,0.46142802,0.35944873,0.30730906,1.1577455,1.5789328,1.0610639,2.8161345,2.1363266,8.468339,23.342653,57.16837,59.45477,73.605156,12.268567,7.4006505,33.37123,17.064537,2.0484529,8.881589,14.032435,19.56556,29.670254,37.07895,10.125352,4.558168,7.0569367,13.519918,13.9761305,15.9817295,24.601217,11.872583,7.9455643,4.494588,2.2604175,3.0205529,12.119598,12.628646,20.1183,16.82684,4.253381,3.9346018,2.3858988,3.7993686,2.1433027,2.1660497,3.6509004,3.1378412,2.981996,4.4612274,4.2559605,5.202182,3.0035918,2.5841846,4.63383,2.8799362,4.616645,5.651728,5.5750346,6.183349,3.0813904,2.2840574,20.849876,4.2375994,1.2830142,2.0151422,3.2814062,2.1499877,2.0306003,6.3655624,3.2053714,2.966965,2.16436,2.3105073,3.2902443,3.8674853,2.5747268,1.8222452,1.2826644,0.7115006,1.3027427,0.6521161,0.45513466,0.43115854,0.44686034,0.3985968,0.29045734,0.3256502,0.56805855,0.5854956,0.48517233,0.5822395,0.44845024,0.45697767,0.61305356,0.46268708,0.2209958,0.1304395,0.10008991,0.06385926,0.07021055,0.07260012,0.08647362,0.0614161,0.060186863,0.04728507,0.04784669,0.050110225,0.059240647,0.08063905,0.113156915,0.115102135,0.08723159,0.048582036,0.02269222,0.012997088,0.012404293,0.012514014,0.009695306,0.0060903793,0.0033113621,0.001446231,0.0008818154,0.0007124449,0.00018903594,5.879891e-05,1.6133201e-05,4.437581e-06,9.1418485e-07,3.017649e-07,2.3467892e-07,2.2668753e-07
blues.00007.wav,blues,-179.42007,136.4421,-26.644339,39.97959,5.3018146,10.921237,-20.555347,8.507477,-11.35436,-3.469098,-8.414114,-6.956976,-3.548349,0.25941816,0.26425815,0.32541996,0.21780176,0.21512058,0.29521677,0.19004409,0.18086508,0.26435012,0.390141,0.648551,0.4365876,0.10960618,0.15647806,1.3246382,7.434528,9.217107,14.89137,22.160578,69.17161,133.03021,38.263424,37.330914,16.28291,14.528354,5.3342085,4.8056555,7.9952364,10.316918,15.776775,5.0468063,4.013811,4.2662463,9.502646,6.1079745,7.1035514,8.670793,10.867769,7.592543,3.486814,3.7752833,4.590528,5.3327174,9.858037,7.828658,5.020342,4.813523,4.303233,3.7387226,4.8901043,3.9090557,2.8724315,2.4813962,3.8020356,5.1976023,7.0688705,2.8311174,2.1538086,2.6074753,1.9587786,0.8273884,1.0019369,1.3961866,1.6365469,1.6468067,0.5373123,0.55474204,1.1481584,1.9164907,2.200276,1.9918206,1.3056706,3.2210236,3.8432958,2.2515433,1.0800556,1.2938348,1.8495626,0.83230734,0.59450805,1.6902411,3.3632753,1.4847877,1.2507441,0.886334,0.62362844,0.38451767,0.30438513,0.2889896,0.19890687,0.4398525,0.97425026,0.7845314,0.9796708,0.750845,1.3545935,1.2534809,1.0311991,0.77429736,0.5384967,0.39523414,0.40620857,0.49417907,0.48029387,0.34050906,0.3060427,0.20441748,0.13066094,0.060652453,0.034650777,0.03653397,0.040794592,0.044951733,0.04657746,0.07063073,0.07879315,0.062711746,0.08392205,0.09922397,0.06685995,0.029127767,0.021560704,0.016250614,0.013527501,0.01654301,0.017397396,0.014234316,0.009997655,0.004647492,0.0029140434,0.0017673549,0.00078284694,0.00036543948,0.00013050027,3.8411763e-05,9.236463e-06,1.5753133e-06,2.5320284e-07,1.143791e-07,1.06038975e-07
blues.00008.wav,blues,-121.387115,122.505394,-14.739394,46.135292,-8.160384,20.17051,-19.169321,23.050188,-11.825939,21.17341,-6.7202907,7.0050187,-12.739909,0.3195211,0.304665,0.36683223,0.4223385,0.5240038,0.45069417,0.49352205,0.35298544,0.38034284,0.46188274,0.36648217,0.4647075,1.7743951,75.97379,169.98692,39.53692,12.984179,21.913103,23.958225,39.001873,35.79003,15.348863,4.0284634,5.419697,8.472364,3.0067918,4.565837,6.872707,9.988485,17.007175,10.809896,7.7111053,2.05103,1.4652014,3.3455796,2.7841954,3.2903066,8.882748,7.165965,6.594312,21.321598,10.314111,2.797757,1.9843253,1.8464535,1.8772415,2.4994247,2.0237718,1.3886801,1.8869345,4.135015,1.9560043,0.84928465,0.74192935,0.8558353,0.6220636,0.55765146,0.7010175,0.78441334,0.7113844,0.63882595,0.9800328,0.73512906,0.6049525,0.40221676,0.86778367,0.4568642,0.40188444,0.4403181,0.717964,1.0972552,5.7797933,0.95440674,0.25383127,0.1581599,0.12707275,0.24140842,0.2426051,0.17973803,0.10745062,0.635057,0.86890197,0.40564013,0.341508,0.56103003,0.6622098,0.14442253,0.3953268,0.4302559,0.19604343,0.12584913,0.20544562,0.18579748,0.17300768,0.16313365,0.27985853,0.36361575,0.24427311,0.17442362,0.10489269,0.090410605,0.07489217,0.050844472,0.055200927,0.047050938,0.045086287,0.048286047,0.058462054,0.088358596,0.057665728,0.06017855,0.053495184,0.051931433,0.053337783,0.042657014,0.042697642,0.042659104,0.0470837,0.06044494,0.03935635,0.03071136,0.02670238,0.042325724,0.029204354,0.030379446,0.02778185,0.03718431,0.021054037,0.027827963,0.014263799,0.0074975733,0.0035471765,0.0022832204,0.00084374193,0.00026323297,7.2821655e-05,8.595203e-06,9.1433475e-07,1.112236e-07,4.6689e-08
blues.00009.wav,blues,-213.20453,115.15454,-11.720503,39.032555,-20.357819,13.089926,-9.180816,9.023639,-14.101023,4.283337,-6.044196,3.786368,0.22368751,0.24841245,0.27330637,0.4887446,0.26811463,0.17957151,0.26779726,0.22273743,0.41564548,0.27288085,0.18116428,0.22930472,0.24049188,0.53942615,0.64208764,1.4723694,1.2304993,1.3260126,1.4377362,4.147582,6.606944,6.8710833,13.662399,16.163502,7.2696705,7.4629874,9.825033,16.982243,6.98771,2.545799,4.849181,7.147741,12.372696,13.882749,14.026401,16.74058,5.0250626,4.3806386,14.460795,30.356916,6.9797854,1.7453268,10.911774,7.386374,1.4460473,1.0736731,2.088535,0.81022406,0.47694397,0.7176179,1.6010126,1.4199803,3.2478023,3.5491328,6.447919,4.1217713,2.134365,2.4555604,1.1004533,0.56863874,0.6684191,1.0476258,1.9465519,2.2811913,0.9587189,0.26165947,0.11167401,0.16872256,0.20703316,0.13631517,0.13522469,0.15181798,0.23219484,0.08213529,0.1145753,0.076455034,0.21652536,0.11047351,0.2421622,0.117871,0.048318926,0.050332025,0.08348928,0.19057846,0.20037894,0.0906609,0.0895937,0.1930774,0.28904167,0.53058904,0.14877088,0.25897166,0.20740816,0.19002375,0.39048737,0.25470862,0.22586064,0.51220053,0.7746497,0.70710826,0.62679476,0.5947457,0.26377103,0.08308054,0.047009967,0.026399082,0.035596605,0.04738724,0.05901938,0.058224402,0.07584132,0.05647966,0.053280808,0.036987703,0.025670895,0.025590422,0.01958518,0.01968949,0.028182615,0.02955995,0.029943377,0.028692735,0.033122588,0.025973542,0.018301662,0.013507997,0.010146283,0.004358871,0.0022600475,0.0013182213,0.0006919947,0.00032967905,0.00019248162,7.99099e-05,3.2375272e-05,1.1649595e-05,3.380866e-06,6.03964e-07,9.6141584e-08,1.818616e-08,1.2793586e-08
